ABC,VE1_A,VE3_A,VR1_A,nAromAtom,nAtom,nHetero,nH,nC,nN,ATS0dv,ATS0s,AATS0dv,AATS5dv,AATS6dv,AATS0d,AATS6d,AATS7d,AATS8d,AATS0s,AATS6s,AATS5Z,AATS4v,AATS5v,AATS6are,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,AATS6i,AATS7i,AATS8i,ATSC0c,ATSC7c,ATSC8c,ATSC0dv,ATSC1dv,ATSC2dv,ATSC3dv,ATSC4dv,ATSC5dv,ATSC6dv,ATSC7dv,ATSC8dv,ATSC0d,ATSC1d,ATSC2d,ATSC4d,ATSC6d,ATSC7d,ATSC8d,ATSC1s,ATSC3s,ATSC4s,ATSC5s,ATSC6s,ATSC7s,ATSC8s,ATSC1Z,ATSC2Z,ATSC3Z,ATSC4Z,ATSC5Z,ATSC6Z,ATSC7Z,ATSC8Z,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC6v,ATSC7v,ATSC8v,ATSC2se,ATSC6se,ATSC8se,ATSC5pe,ATSC6pe,ATSC8pe,ATSC6p,ATSC7p,ATSC8p,ATSC1i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,AATSC1dv,AATSC6dv,AATSC7dv,AATSC7Z,AATSC7v,AATSC8v,GATS5c,GATS7c,GATS8c,GATS6s,GATS7s,GATS8s,nBondsS,nBondsD,C3SP2,C1SP3,C2SP3,C3SP3,Xc-3d,Xpc-5d,Xpc-4dv,Xpc-5dv,NsCH3,NdsCH,NaasC,NssO,SsssCH,SaasC,SdsN,MAXaasC,fragCpx,IC3,IC4,IC5,TIC1,CIC4,ZMIC4,ZMIC5,Lipinski,FilterItLogS,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA5,SlogP_VSA4,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA8,VSA_EState5,VSA_EState7,MDEC-12,MDEC-13,MDEC-22,MDEC-33,n3Ring,nARing,nRot,GGI3,GGI4,GGI5,TSRW10,pIC50
22.334008328110755,4.447382603494978,2.5570264811355647,293.2595953471231,18.0,50.0,6.0,21.0,23.0,2.0,430.0,300.02777777777777,8.6,3.829268292682927,4.307692307692308,3.38,2.6153846153846154,2.847058823529412,2.630434782608696,6.000555555555556,4.036324786324785,15.439024390243905,187.72068090888305,163.6098584893336,6.320442307692308,161.6385765089346,145.42409123357308,148.71965036786182,155.1265444651372,159.54190713177178,165.91481832060305,166.76831960766228,158.28785890189283,156.61280626679658,1.1344703229509197,0.3348297071971042,-0.3156109632136035,205.28000000000003,52.86879999999999,14.209599999999991,-58.376000000000005,-61.96639999999999,-55.2688,-17.382400000000004,-8.776000000000003,14.004800000000005,31.22000000000001,11.651200000000005,-6.309599999999996,-8.743599999999999,-0.8376000000000005,-3.514,-2.484800000000001,-13.09722222222222,-17.25,-0.006944444444452,-40.590277777777786,5.458333333333329,12.312499999999998,-8.069444444444438,-3.771200000000016,49.08959999999998,-61.41600000000001,-111.6064,-71.34880000000001,8.977599999999997,-40.216000000000015,-2.315199999999993,186.9023627070095,41.40790582356004,-529.9349079967519,-1131.776486101477,415.135691267864,-269.5325829523312,-194.4682715575558,0.4440473600000003,0.3080153599999984,-0.2894219199999981,-2.72431532,0.0981206400000007,-0.1297012800000006,3.0709391477939354,-0.1550930335215348,-1.554517447981549,13.166636557968893,-27.16569763084052,-46.55582627387837,-7.837506636575405,40.83180758703141,19.25935958566626,1.016707692307692,-0.1671384615384615,-0.1032470588235294,-0.4731294117647061,-3.170971564145073,-2.113785560408215,1.1607484326286623,0.7575570245632927,0.9327947629917368,1.3209968228023623,0.9497967122864428,0.8366477051554205,32.0,2.0,4.0,2.0,0.0,1.0,2.0294331262159933,7.233887056845771,1.705030401777991,1.9445281478642449,2.0,0.0,7.0,0.0,-0.6256591710758386,1.5297137462278785,4.0007038332372025,0.7662823278826374,149.06,5.238562939644917,5.4536606896881885,5.4536606896881885,175.67894192214897,0.1901955000865358,24.036626487158177,24.036626487158177,1.0,-5.740812935551287,43.17347858816007,17.193270051855603,11.629591048932095,19.76538044554264,5.817220841045895,11.49902366656781,22.40203947786169,5.563451491696996,10.527198922850108,-1.6522055133170557,0.0,3.244578190314716,4.813523470190368,10.821264246536252,10.63425617532724,0.0,0.0,5.0,2.5625,1.497777777777778,0.9444444444444444,64.34295698443078,4.725842151
23.0411151092973,4.308623539013289,2.559230777277988,455.51436068969497,18.0,50.0,7.0,20.0,23.0,3.0,474.0,344.0277777777777,9.48,4.090909090909091,4.696969696969697,3.44,2.727272727272727,2.8941176470588235,2.595744680851064,6.880555555555555,4.074635241301908,15.710743801652892,189.3714340288932,165.88615638804606,6.362291919191919,162.1650247246496,146.10828093993075,149.39449308626934,155.54016136586898,160.1109261717844,165.84047367844357,165.64021729830736,159.03999670907697,157.94360417333124,0.6310128137877045,0.2228148966878752,0.0627697863595552,223.12,62.75519999999999,30.455999999999992,-54.624,-93.6256,-29.070399999999992,-21.617599999999992,-8.743999999999998,-9.305599999999991,30.879999999999995,10.0048,-7.895999999999997,-3.7744,-4.982400000000001,-6.336,1.9456,-6.297755555555552,0.3428888888888901,-37.62201111111111,-41.72643333333333,0.0688777777777762,12.185388888888887,-19.992288888888886,14.99519999999998,48.21599999999999,-33.704000000000015,-184.9056,-2.5903999999999856,-4.817599999999993,-28.824000000000005,-55.46559999999999,81.13831456057201,-19.64424181750637,-446.9278057585228,-1160.6460671622744,221.1567025993704,-292.4739952050771,-406.4470990009398,1.2624651760000014,0.1566466543999983,-0.003051353599997,-2.37076684,-0.0809759599999989,-0.2078137599999996,1.976704462629559,-0.7517254542486,-1.21469567484804,14.852175056720029,-27.298261676103404,-43.958835182532,-10.795163927955723,32.72039472983537,24.714112997973388,1.206830769230769,-0.2183595959595959,-0.102870588235294,-0.3391058823529412,-3.4408705318244364,-4.323905308520636,1.3099282758744089,0.733003787525949,0.8222762248163041,1.1095310891048251,0.8139676436597164,0.959096578143326,31.0,3.0,4.0,2.0,0.0,1.0,2.035639634404377,6.710216007323747,1.734620608676849,1.857686471552796,2.0,0.0,6.0,0.0,-0.613209137343337,1.995138006419038,4.056503152965094,0.7657196498199594,154.07,5.223465189601648,5.4536606896881885,5.4536606896881885,171.74733751486178,0.1901955000865358,24.713889229931144,24.713889229931144,0.0,-6.7352958940359215,48.73693007985707,17.696185628620217,16.552902097749765,19.76538044554264,15.931539109811467,11.594566004035068,22.40203947786169,5.563451491696996,10.527198922850108,-1.398362388614498,0.0,3.657011880332831,4.379581119861514,12.407988392629193,8.661893208888038,0.0,0.0,6.0,2.25,1.3866666666666667,1.0694444444444444,65.41899350792573,4.779107751
24.127159272446864,4.96846930602405,2.734513917446506,252.2701790337344,18.0,56.0,5.0,25.0,26.0,2.0,428.0,251.02777777777777,7.642857142857143,3.5524475524475525,3.9098360655737694,3.3392857142857144,2.672131147540984,2.820754716981132,2.6666666666666665,4.482638888888888,3.5425774134790524,14.909090909090908,186.6155962415155,164.1893341534426,6.223442622950819,161.00948600020047,143.9119075474729,149.7890468392266,154.81797392964793,158.04214098502837,164.52233080869206,164.77792723650472,158.3475449372484,156.5325712407313,0.70188584756246,0.2145358779862078,-0.2778374269221112,219.7142857142857,71.72959183673461,19.301020408163247,-36.39795918367348,-81.5051020408163,-47.84183673469386,-25.8061224489796,-19.244897959183668,-3.2908163265306096,32.55357142857143,13.434630102040815,-2.444834183673475,-10.141900510204083,-3.4738520408163254,-6.512117346938774,-2.365114795918368,-1.625965490362812,0.7308319160997714,-14.571189413265312,-20.92284049036282,12.261497307256228,-1.682096797052156,-7.827389810090701,19.229591836734727,28.80102040816328,-4.61224489795917,-149.79081632653055,-41.341836734693885,-34.16326530612245,-15.887755102040815,-70.71938775510208,105.57068577133408,179.23525461653526,-217.7129738232516,-1379.326671312889,76.45136985110489,-44.988835382990494,-574.0022355481441,0.1274132295918368,0.5332606224489808,-0.449815005102041,-2.019065306122448,0.1483346938775535,-0.7535163265306121,1.8690281244447235,0.5342937642295053,-2.637095124048025,7.377765396707464,-23.43285977442352,-57.55731086127327,-10.735964941547955,38.63887203245329,17.63122801407644,1.2157557938429595,-0.211525593844095,-0.1815556411243742,-0.1498844820947246,-0.4244229753112311,-5.171191311244542,1.315109058156177,0.8866895907272507,0.982263096210854,1.5623372132278135,1.1550797848858507,0.9160313653408432,39.0,2.0,5.0,1.0,3.0,1.0,1.8068109493954136,7.391829326189263,1.8992816296830024,2.402101166757406,2.0,0.0,7.0,1.0,-0.5253687846044452,4.62933928346575,4.396654796956023,1.1714993328160024,226.05,5.374057377298848,5.530394654123195,5.530394654123195,192.2437761872077,0.2769602679344087,23.95752047208445,23.95752047208445,0.0,-7.659009745357216,67.14202481740608,11.126902983393991,18.73938859020963,32.104108114630044,5.817220841045895,11.7244005703974,11.126902983393991,41.85056468822663,10.527198922850108,-0.3138417194832814,2.7300766601065343,3.7462313314660616,3.652114537613237,15.950143909166902,10.63425617532724,0.0,1.0,5.0,2.25,1.6311111111111112,1.0069444444444446,66.88743896666156,4.920095532
26.28891973052638,4.364120884341581,2.697192199562542,920.1230634563296,24.0,59.0,4.0,25.0,30.0,2.0,444.0,261.25,7.52542372881356,4.426470588235294,4.738095238095238,3.3389830508474576,2.952380952380953,3.0672268907563027,2.791044776119403,4.427966101694915,3.711640211640211,16.705882352941178,190.8474112101552,183.97617854354587,6.228246031746032,158.27554838252078,142.22722046646618,145.8286104233534,153.58913624899645,157.70491778503484,162.03790644813657,161.29399634757488,154.60499584308644,152.63609100809015,0.4843596036881427,-0.0510113919322113,0.0411224071975523,208.0,47.0,-5.0,-19.0,-39.0,-10.0,-35.0,-57.0,-19.0,30.881355932203395,9.463659867854064,-7.527721918988794,-2.9807526572823893,-3.1534041941970696,-9.726802642918695,-7.154266015512784,-3.937430176513772,1.4385553321204003,-11.53559800823518,-16.48051326247247,16.031887388681415,-9.839469820294296,0.7629273197357082,14.0,-34.0,-10.0,-81.0,16.0,-7.0,-86.0,-71.0,135.35193013839577,-546.5423932520184,-440.0844018100503,-806.5052803306716,295.0848235190089,-323.73133395833844,-840.6647690598212,0.4154689376615906,0.5353480126400402,-0.1125504831944832,-1.2896139040505523,0.2275094513071068,-0.2240607584027586,2.7188972061948995,-0.3054198721797623,-4.4641767300273,10.792167478285648,-30.80472252658332,-42.35454612019573,-0.1022060740571775,40.9302753766847,21.27103802123263,0.7580645161290323,-0.2777777777777778,-0.4789915966386555,-0.7226890756302521,-2.720431377801164,-6.273617679550904,1.5708736576927196,1.3238128872058634,1.052374461830561,1.5183028918723336,1.1531353405334974,0.7813340680228256,35.0,3.0,5.0,1.0,0.0,1.0,1.6707281859074594,6.476373926739767,1.618857264751861,1.872832917090484,1.0,2.0,6.0,0.0,-0.5711114412349989,3.437631814064132,4.3796659458600296,1.0275988444492683,247.04,4.805543472723964,5.4796864813818855,5.721460422169858,158.1988161168541,0.402956567979956,27.09518165332544,24.243494088622988,0.0,-7.998588378029322,35.7564788500771,11.126902983393991,11.629591048932095,12.841643245852016,5.817220841045895,11.7244005703974,16.838587986164693,16.690354475090988,10.527198922850108,-1.2414599206997097,3.808567475327035,2.8151183945541995,2.4652382678235485,29.23281171808494,8.824078074922758,0.0,0.0,7.0,1.875,1.186666666666667,1.0625,69.92739581138075,4.631341288
20.74145528077518,4.169307929209201,2.421001830828992,408.4772573352233,18.0,48.0,4.0,21.0,23.0,2.0,366.0,230.4722222222222,7.625,3.660869565217392,3.9690721649484537,3.270833333333333,2.6082474226804124,2.7901234567901234,2.581395348837209,4.801504629629629,3.885452462772051,15.104347826086956,186.2899954318217,164.62989244816114,6.2631030927835045,160.6463802883694,143.82485258698603,148.6014928373926,155.184206818748,159.12709061906793,165.2933719387824,165.64494994620242,157.58137648002085,154.84281016519867,0.43552401110446,0.0022200400845138,0.0600981948790677,181.91666666666663,54.42013888888891,10.14236111111113,-41.19097222222221,-56.47395833333334,-23.13368055555555,-38.08159722222221,-7.026041666666671,15.69097222222222,26.979166666666664,10.14670138888889,-5.610243055555552,-5.930989583333333,-1.0412326388888888,-3.902343749999999,-2.587673611111112,-3.7254774305555545,-2.0353732638888893,-14.718858506944446,-16.08648003472222,6.192816840277772,-1.8505859375,1.8079427083333344,10.46180555555554,23.30902777777776,-27.77430555555558,-125.59895833333331,8.032986111111105,-50.873263888888886,-24.734375000000004,-4.68402777777778,93.54654287490314,-85.54665167619194,-395.9664303738149,-1040.4776919409592,88.15103855208446,-77.4667952190201,-350.3007683537142,0.480875111111111,0.2452694444444452,0.0842062222222218,-1.276861328124999,-0.364012109374996,0.3250273437499985,2.218309464378387,0.2237215148545244,-2.34751023848415,8.816971308360857,-23.10022115759798,-42.62806116566567,-7.208119693984469,37.62329987826058,18.590323385378483,1.088402777777778,-0.3925937857961053,-0.0867412551440329,-0.3053626543209877,-0.956380187889137,-4.073264748299002,1.5264210081632368,1.0608347493592194,0.7671029442716293,1.732878667050106,1.091730579928757,0.748482559251213,30.0,2.0,4.0,2.0,0.0,1.0,1.5356396344043777,5.716645959556805,1.5283342932037498,1.6878686210333689,2.0,0.0,5.0,0.0,-0.5169937851683888,2.523070127868837,4.151835730440528,0.9339921546820208,139.04,4.797995052579128,5.220175521464344,5.345175521464346,147.4603954063804,0.3647869792568121,24.25338385720153,23.058396356961143,0.0,-6.612549497235274,36.60419594293385,5.563451491696996,11.629591048932095,19.76538044554264,5.817220841045895,11.7244005703974,16.838587986164693,11.126902983393991,10.527198922850108,-1.1424941362883287,0.0,3.9550872005494657,4.138813369106557,14.329389225660565,7.985018284722085,0.0,0.0,5.0,1.9375,1.1155555555555556,0.8333333333333333,61.82105317155481,4.581864502
21.33917226222055,4.232966263690171,2.4725224088535933,404.3309381075487,18.0,51.0,4.0,23.0,24.0,2.0,370.0,234.7222222222222,7.254901960784314,3.5725806451612905,3.495652173913044,3.196078431372549,2.5130434782608697,2.677083333333333,2.520408163265306,4.60239651416122,3.585990338164251,15.314516129032258,189.1872020832025,169.83109134208638,6.125660869565218,160.93442968588684,143.85437888424718,148.97187058672773,156.15729115019374,159.22016158676962,164.08085937623812,164.88551654144632,158.6629055367139,155.0681752698993,0.4402617764375341,-0.0097815173567662,0.0639673174773874,189.2941176470588,60.85121107266438,30.15916955017302,-16.231833910034602,-79.20415224913495,-45.636678200692046,-28.17301038062285,-26.906574394463664,24.415224913494807,27.921568627450984,11.375624759707804,-2.492118415993848,-8.839677047289506,-2.058439061899269,-4.6366782006920415,-1.2022299115724722,-3.09765474817378,2.386485966935793,-14.206266820453678,-21.489234909650136,15.69530949634756,-10.187427912341406,3.1332179930795854,11.321799307958482,20.276816608996533,36.7681660899654,-128.73356401384086,-67.75432525951557,-16.996539792387544,-53.55363321799307,-13.99653979238754,95.9101086916282,-132.67949981653425,-17.55677261599795,-989.9331856707444,114.24123580062056,-91.89286004308096,-451.5918382766508,0.5021445182622061,0.578515535563238,0.1174346466743604,-1.978287389465592,0.3348259900038443,0.3379390618992702,1.6916478077300707,0.7477376146573145,-2.8212591550882204,8.758910431675204,-22.20567860002739,-39.18788336985388,-7.746589531136943,33.0976173664835,21.25104584230453,1.1481360579747997,-0.2449826989619378,-0.2802768166089965,-0.5578503460207611,-0.9572172921154266,-4.608079982414805,1.6487289979098183,1.1274817295235686,0.7330951972907653,1.523522080291032,1.312623836796656,0.7012715973183957,33.0,2.0,4.0,2.0,1.0,1.0,1.466604040675528,5.9527600360403286,1.528797885832062,1.8005023247796783,2.0,0.0,5.0,0.0,-0.5167103384563707,2.569690200216723,4.269891285996083,0.9687143769042428,144.04,4.892534410386842,5.289880734043516,5.407527792867046,157.7980472537336,0.3825446079279793,24.237813796871823,23.08568035625332,0.0,-7.006829293094792,36.10128036616924,5.563451491696996,11.629591048932095,26.18620206846865,5.817220841045895,11.7244005703974,17.54772460632,16.838587986164693,10.527198922850108,-1.1286304426627305,0.693526847841769,4.25588719946167,3.6578169508754015,16.20146368875114,7.985018284722085,0.0,0.0,6.0,1.9375,1.1155555555555556,0.9166666666666666,62.96781915763533,4.877456476
22.22461852836957,4.375037402238408,2.540625805848528,345.8804866777981,18.0,54.0,4.0,25.0,25.0,2.0,376.0,240.25,6.962962962962963,3.4962406015037595,3.1503759398496243,3.1666666666666665,2.443609022556391,2.5945945945945947,2.4727272727272727,4.449074074074074,3.3817878028404342,15.49624060150376,180.84370829102687,174.32836858119467,6.025421052631579,161.19047359479123,143.8807416496589,149.3531247158121,155.4506485152353,161.05052743034688,163.03244625824868,164.33164405827833,159.4521294429493,155.24436980630162,0.4442440937485592,-0.0220650249103935,0.0678538273035801,198.14814814814812,68.80932784636488,38.85322359396432,-4.006858710562415,-69.76954732510286,-66.06858710562415,-21.3278463648834,-47.48971193415638,31.401920438957475,30.833333333333325,12.580246913580243,-3.172839506172841,-8.092592592592593,-3.219135802469135,-5.4907407407407405,0.0802469135802471,-3.6499580856576768,2.546734491693337,-9.936328303612258,-25.67900281969213,23.79939224203628,-18.843249885688163,3.856214753848504,12.105624142661169,41.51989026063097,13.585733882030173,-58.21399176954732,-138.73525377229078,13.301783264746224,-83.67489711934158,-24.227709190672154,98.11266304841268,41.50274751046931,-344.9662376302833,-403.619256578958,126.28217463704522,-119.6849522429799,-555.3515663238429,0.5430911111111095,0.8802737777777686,0.1400568888888972,-2.6381822702331865,0.9705418038408808,0.3312146776406001,1.1338585315901537,1.210620810797315,-3.296386068243998,8.707872957505199,-35.16307641230615,-27.136354013111617,-7.990448436537995,28.610093670746224,23.778215070228168,1.2287379972565158,-0.1603597471043864,-0.4278352426500575,-0.7538279019760503,-1.078242812999819,-5.048650602944027,1.7692926621430554,1.1917175281003285,0.7069708918516553,1.3709518986980749,1.5041657950893474,0.668104310874662,36.0,2.0,4.0,3.0,0.0,2.0,1.769353470830149,6.585750532086816,1.8174592555047653,2.1176636937490145,3.0,0.0,5.0,0.0,-0.3769764618539462,2.562267133831716,4.350909804514602,0.966399562089428,149.04,4.8191592611823415,5.194430789080313,5.305541900191423,166.9889696358217,0.5604567130831555,25.88900163066688,24.776442370766592,0.0,-7.026604897736151,35.59836478940461,5.563451491696996,11.629591048932095,26.689117645233264,11.735126887207288,17.64230661655879,11.126902983393991,16.838587986164693,10.527198922850108,-0.9927648788175074,0.0,5.300375266729036,6.2657626722871935,14.329389225660565,9.705501321799131,0.0,0.0,6.0,2.3125,1.2755555555555556,1.0,64.20706397377286,4.765229705
22.753385824593646,4.275434856661336,2.5514981067400706,575.0066690013227,18.0,57.0,4.0,27.0,26.0,2.0,378.0,243.22222222222223,6.631578947368421,3.467625899280576,3.4153846153846152,3.0701754385964914,2.6153846153846154,2.5934959349593494,2.3969465648854964,4.267056530214425,3.465811965811965,15.266187050359711,179.37213182220148,169.70723226279546,6.162507692307692,161.41956551328465,143.90442345587627,149.57929009563736,157.26314881465763,160.12056755685654,164.17439546096418,163.5751926068875,158.23741446099817,156.9351364166234,0.4491961235260135,-0.0287084004136859,0.0950992472933688,202.561403508772,68.36626654355186,46.6291166512773,28.79532163742689,-29.855955678670348,-48.07079101261926,-71.66635887965526,-43.12373037857801,3.6220375500153903,29.71929824561404,11.7642351492767,-0.8233302554632234,-4.142197599261312,-7.1668205601723605,-7.692520775623271,-3.477685441674361,-1.888888888888889,6.527777777777778,-7.694444444444445,-16.305555555555557,11.111111111111104,-8.5,1.333333333333334,12.822406894429044,12.172976300400135,69.0409356725146,-49.90858725761776,-14.772545398584189,-94.8944290550939,-93.9482917820868,-17.184979993844248,100.16442998169362,-237.67381329029377,160.16147081444322,-556.3099132756868,-275.75669877230735,-452.8016238672474,-448.3211428481298,0.5333238424130499,0.2863329319790692,0.0108515998768857,-1.5062049861495794,-0.4984711911357266,0.2014279778393323,0.5384261434124576,-0.983776737195358,-2.760338264874277,8.662664336213696,-20.986818149120506,-38.54092008502531,-4.9041921660399925,35.944097709934006,17.862997444499353,1.158750280399184,-0.5512796836896559,-0.3505994339721789,-0.7638072502608684,-3.681314015180873,-3.422298800367403,1.6361128613468514,1.2834675367179107,0.8835110201502046,1.5358840112766816,1.1560145575277745,0.842022700931218,39.0,2.0,4.0,2.0,3.0,1.0,1.466604040675528,5.8980221819159615,1.5056426437653474,1.784456905585476,2.0,0.0,5.0,0.0,-0.5173408761652816,2.61502197058162,4.388919063773861,0.9973717843116504,154.04,5.064917426255664,5.420437821106374,5.525700979001112,179.4026942977242,0.4124521930583675,24.2402312022492,23.16433225090472,0.0,-7.793314124703717,42.52210198909524,5.563451491696996,11.629591048932095,39.02784531432067,5.817220841045895,11.7244005703974,11.126902983393991,36.10105285494272,17.450936122540732,-1.1131164686183634,2.823540378927396,4.651584518577482,3.1034783024703927,20.30810155399505,7.985018284722085,0.0,0.0,8.0,1.9375,1.1155555555555554,0.9166666666666666,65.17956554647438,4.528414946
18.620134937215543,4.304293410052194,2.335081729370342,172.40825630158665,12.0,45.0,4.0,21.0,20.0,2.0,322.0,213.9722222222222,7.155555555555556,3.351851851851852,3.835294117647059,3.2222222222222223,2.6588235294117646,2.72972972972973,2.397590361445783,4.754938271604938,4.035294117647058,14.185185185185183,178.8519390663929,155.4019942368846,6.340282352941176,162.903181901594,144.91190555487862,151.23435604921,158.3940206752554,161.14369260792907,167.50533626479643,165.21806753662568,157.61082611329178,157.2480863585504,0.4063953434373124,-0.0447257987045695,0.0443606301235336,172.57777777777787,58.4187654320988,22.25234567901237,-15.182222222222212,-46.07802469135802,-4.631111111111117,-58.69135802469136,-37.50567901234569,42.33432098765432,26.577777777777776,9.818765432098758,-7.392098765432096,-2.878024691358024,-4.535802469135801,-5.5723456790123445,-1.1101234567901224,-1.4317832647462272,0.0893827160493816,-15.24331961591222,-11.56938271604939,1.0532235939643222,-11.922894375857338,10.507229080932788,12.018765432098728,20.69679012345677,27.52888888888885,-147.27802469135807,71.1466666666667,-62.82469135802468,-106.9501234567901,11.64543209876543,100.20675786864793,-181.77039750130496,47.74172236813473,-1006.9870884817346,-86.61553459020863,-525.959739921705,-424.0196057789042,0.5253805353086415,0.2240380049382755,0.442861455802466,-0.8777000000000029,-0.3784000000000033,0.9290000000000032,1.3347956240890189,-0.9581224323875056,-3.098303963410799,8.434119542650397,-15.842087096526049,-32.494760117370404,8.717834899576205,28.821272768242004,11.942097261043722,1.242952456002102,-0.6904865649963688,-0.5068335001668336,-1.4452719386052717,-7.107564052996014,-5.108669949143424,1.5754269881211902,0.9247171483019678,0.5550182272039413,1.953739389696877,1.1817065201532868,0.4047265832871656,33.0,2.0,3.0,2.0,2.0,2.0,1.5356396344043777,5.064277032494623,1.5825181690754495,1.5645432835537745,2.0,0.0,4.0,0.0,0.0585952606622206,1.6785536944984103,4.143594989699787,0.8225118365247335,124.04,4.952638373963221,5.191635874011296,5.191635874011296,152.1138393261815,0.3002172223183788,22.13197904659997,22.13197904659997,1.0,-5.4752488772369,49.800293743250265,11.2751364944677,5.917906046161393,32.60702369139466,11.735126887207288,11.7244005703974,17.044809029555385,24.11677974031972,10.527198922850108,-0.4850405208108621,2.291501439631643,2.9583063715135984,4.138813369106557,10.131176655413078,7.985018284722085,1.0,1.0,5.0,1.9444444444444449,1.0494444444444446,0.7116666666666667,76.81627320517885,4.088522783
22.046279043407097,4.26195190136744,2.514437985144694,458.2541080577312,18.0,54.0,4.0,25.0,25.0,2.0,374.0,238.9722222222222,6.925925925925926,3.5615384615384613,3.419354838709677,3.1296296296296298,2.540322580645161,2.5701754385964914,2.4601769911504423,4.425411522633745,3.503136200716846,15.638461538461538,184.19396389715936,173.19821905554758,6.1447016129032255,161.19047359479123,143.8807416496589,149.2949660701903,156.75035191379737,159.82001162807174,163.93598776606942,163.70260638677323,158.9992385000809,156.32060719551305,0.4448731942314465,0.0332257049595366,0.0521128017279538,196.14814814814812,64.80932784636488,39.92729766803839,11.770919067215369,-56.04938271604939,-68.87517146776406,-49.599451303155,-20.7201646090535,1.171467764060354,28.833333333333325,11.580246913580243,-1.1172839506172865,-7.666666666666668,-4.358024691358025,-5.592592592592593,-2.2438271604938267,-2.4614197530864184,4.044753086419753,-9.592592592592592,-20.80709876543209,10.401234567901223,-2.277777777777778,-5.704475308641975,12.105624142661169,16.519890260630984,53.95610425240055,-66.01234567901237,-73.06035665294925,-90.52537722908096,-22.09053497942387,-45.4951989026063,98.11266304841268,-183.6246659287534,77.05182268541085,-634.1318282842578,-310.06815330984114,-56.8023732589518,-475.3185677992499,0.5193751111111096,0.3569964444444293,-0.2241604444444394,-2.1297403978052043,-0.3526140603566451,-0.3220512688614562,0.2626546756959106,0.3053045280525199,-2.314993026312257,8.707872957505199,-21.55781358786707,-38.784037654674734,-4.80543396783237,32.84691641140289,17.402322607156826,1.1573094258279444,-0.3999955750254435,-0.1817558299039781,-0.1937766226265252,-0.4982664320960684,-4.206359007073008,1.6784780039455642,1.1427760443781063,0.831382529518106,1.5222438118217296,1.1468554308159948,0.944650359737516,36.0,2.0,4.0,2.0,2.0,1.0,1.466604040675528,5.932539978780387,1.5056426437653474,1.800830134270866,2.0,0.0,5.0,0.0,-0.5169229234903843,2.596866571833897,4.341141285996084,0.9866310435709096,149.04,4.981286807518701,5.356558335416672,5.467669446527782,169.74385713798517,0.3983291667467963,24.234142139004657,23.121582879104373,0.0,-7.400404897736151,36.10128036616924,5.563451491696996,11.629591048932095,32.60702369139466,5.817220841045895,11.7244005703974,11.126902983393991,29.68023123201671,17.450936122540732,-1.1195116808329295,1.6849068193582706,4.476363069971444,3.3407303568812647,18.216387009106413,7.985018284722085,0.0,0.0,7.0,1.9375,1.1155555555555554,0.9166666666666666,64.07759745895382,4.414652089
